전철역코드,전철역명,전철명명(영문),호선,외부코드,전철명명(중문),전철명명(일문),위도,경도
2557,방이,Bangi,05호선,P551,芳荑,パンイ,37.5163389870117,127.130963675401
2515,마곡,Magok,05호선,514,麻谷,マゴク,37.5667126094974,126.827420928424
2511,방화,Banghwa,05호선,510,傍花,パンファ,37.56196757232288,126.80191361988808
2554,상일동,Sangil-dong,05호선,553,上一洞,サンイルトン,37.5566778757215,127.165905758209
2531,애오개,Aeogae,05호선,530,??,エオゲ,37.5534131497489,126.956669363197
2523,양평,Yangpyeong,05호선,522,?坪,ヤンピョン,37.5459634283124,127.329138380916
2564,하남풍산,Hanam Pungsan,05호선,556,河南쎱山,ハナンプンサン,,
2543,답십리,Dapsimni,05호선,542,踏十里,タプシムニ,37.56697480965114,127.05256127651293
2529,마포,Mapo,05호선,528,麻浦,マポ,37.5568707448873,126.923778562273
2563,미사,Misa,05호선,555,渼沙,ミサ,37.562991348199,127.192490980441
2546,아차산,Achasan,05호선,545,峨嵯山,アチャサン,37.55224917071854,127.08956495447913
2533,서대문,Seodaemun,05호선,532,西大?,ソデムン,37.555198169366435,126.93698075993808
2527,여의도,Yeouido,05호선,526,汝矣?,ヨイド,37.5211700890445,126.92466104293
2528,여의나루,Yeouinaru,05호선,527,汝矣渡口,ヨイナル,37.5271469489465,126.93298596744
2560,거여,Geoyeo,05호선,P554,巨余,コヨ,37.4933304500736,127.143773841911
2615,연신내,Yeonsinnae,06호선,614,延新川,ヨンシンネ,37.6192032466353,126.921100704496
2641,고려대,Korea Univ.,06호선,640,高?大?,コリョデ,37.59044191064368,127.03630828564728
2617,새절,Saejeol,06호선,616,?折,セジョル,37.5908600479967,126.913580663181
2645,석계,Seokgye,06호선,644,石溪,ソッケ,37.61500552731744,127.06568946412851
2618,증산,Jeungsan,06호선,617,?山,チュンサン,37.57601374718818,126.90127778415635
2629,삼각지,Samgakji,06호선,628,三角地,サムガクチ,37.5344393447708,126.972922951307
2628,효창공원앞,Hyochang park,06호선,627,孝昌公?,ヒョチャンゴンウォンアプ,37.5393087503306,126.96139810075
2620,월드컵경기장,World Cup Stadium,06호선,619,世界杯?育?,ワ?ルドカップ·キョンギジャン,37.5696355653344,126.899098148061
2647,화랑대,Hwarangdae,06호선,646,花郞台,ファランデ,37.61984245540276,127.08354181123269
2642,월곡,Wolgok,06호선,641,月谷,ウォルゴク,37.6018044172918,127.041460725816
2630,녹사평,Noksapyeong,06호선,629,?莎坪,ノッサピョン,37.5347227952064,126.9865496751
2624,상수,Sangsu,06호선,623,上水,サンス,37.54776618366393,126.92242989321456
2616,구산,Gusan,06호선,615,?山,クサン,37.61124669148435,126.91725947715172
2634,약수,Yaksu,06호선,633,?水,ヤッス,37.5545053994984,127.010891666957
2626,대흥,Daeheung,06호선,625,大?,テフン,36.32866530912132,127.4258281669503
2648,봉화산,Bonghwasan,06호선,647,烽火山,ポンファサン,37.617350836302734,127.09136011564394
2644,돌곶이,Dolgoji,06호선,643,石串,トルゴジ,37.61054501416126,127.0564381246322
2646,태릉입구,Taereung,06호선,645,泰陵,テルンイック,37.618459513199,127.075405300578
2632,한강진,Hangangjin,06호선,631,?江?,ハンガンジン,37.5397907743775,127.001765135176
2619,디지털미디어시티,Digital Media City,06호선,618,??媒?城,デジタルメディアシティ,37.57601374718818,126.90127778415635
2625,광흥창,Gwangheungchang,06호선,624,???,クァンフンチャン,37.54748648317645,126.93202965599583
2613,불광,Bulgwang,06호선,612,佛光,プルグァン,37.6192032466353,126.921100704496
2636,신당,Sindang,06호선,635,新堂,シンダン,37.5545053994984,127.010891666957
2623,합정,Hapjeong,06호선,622,合井,ハプチョン,37.54991315995173,126.91445406513526
2622,망원,Mangwon,06호선,621,望?,マンウォン,37.5560826563712,126.910094329982
2649,신내,Sinnae,06호선,648,新內,シンネ,37.617350836302734,127.09136011564394
2627,공덕,Gongdeok,06호선,626,孔德,コンドク,37.5445416897534,126.951451177648
2621,마포구청,Mapo-gu Office,06호선,620,麻浦??,マポグチョン,37.5634871865932,126.903425598797
2633,버티고개,Beotigogae,06호선,632,波堤?,ポティゴゲ,37.5478275106099,127.006730866101
2638,창신,Changsin,06호선,637,昌信,チャンシン,37.571669405802616,127.01063381083677
2639,보문,Bomun,06호선,638,普?,ポムン,37.585541696968,127.020003515933
2640,안암,Anam,06호선,639,安岩,アナム,37.586307417971,127.029233420248
2631,이태원,Itaewon,06호선,630,梨泰院,イテウォン,37.5345252050511,126.994333861918
2637,동묘앞,Dongmyo,06호선,636,??,トンミョアプ,37.5732166600283,127.016364227103
2643,상월곡,Sangwolgok,06호선,642,上月谷,サンウォルゴク,37.6065588265169,127.048829192974
2611,응암,Eungam,06호선,610,?岩,ウンアム,37.5984928632876,126.9155399209037
2612,역촌,Yeokchon,06호선,611,?村,ヨクチョン,37.61124669148435,126.91725947715172
2635,청구,Cheonggu,06호선,634,?丘,チョング,37.5609165488093,127.014165812912
2614,독바위,Dokbawi,06호선,613,瓮岩,トッパウィ,37.6184141599944,126.933053652461
2717,하계,Hagye,07호선,715,下溪,ハゲ,37.6364765391858,127.067991278758
2723,면목,Myeonmok,07호선,721,面牧,ミョンモク,37.5809403751459,127.088504554212
2722,상봉,Sangbong,07호선,720,上?(市外巴士客?站),サンボン??,37.5992960295399,127.092367383432
2721,중화,Junghwa,07호선,719,中和,チュンファ,37.6025526943256,127.079312037122
2720,먹골,Meokgol,07호선,718,墨谷,モッコル,37.6106193846197,127.077762187968
2719,태릉입구,Taereung,07호선,717,泰陵,テルンイック,37.618459513199,127.075405300578
2716,중계,Junggye,07호선,714,中溪,チュンゲ,37.6450921230569,127.06411035896
2715,노원,Nowon,07호선,713,芦原,ノウォン,37.61500552731744,127.06568946412851
2732,강남구청,Gangnam-gu Office,07호선,730,江南??,カンナムグチョン,37.51721617197854,127.0413109462156
2714,마들,Madeul,07호선,712,?得,マドゥル,37.6652017465321,127.057712619869
2733,학동,Hak-dong,07호선,731,?洞,ハクトン,35.1393018227168,126.922978672689
2734,논현,Nonhyeon,07호선,732,??,ノンヒョン,37.51643597531432,127.02030856272764
2736,고속터미널,Express Bus Terminal,07호선,734,高速巴士客?站,コソクタ?ミナル,37.50454885557265,127.00512100872538
2738,이수,Isu,07호선,736,梨水,イス,37.48528852311765,126.98167629035197
2739,남성,Namseong,07호선,737,南城,ナムソン,37.484793511299706,126.97091020065321
2740,숭실대입구,Soongsil Univ.,07호선,738,崇?大?(?毗?),スンシルデイック,37.4963172817574,126.953621963422
2742,장승배기,Jangseungbaegi,07호선,740,?丞拜基,チャンスンベギ,37.5048990621814,126.939072381356
2713,수락산,Suraksan,07호선,711,水落山,スラッサン,37.6778814656816,127.055350968781
2743,신대방삼거리,Sindaebang  samgeori,07호선,741,新大方丁字路口,シンデバンサムゴリ,37.499757228908564,126.92821094566965
2744,보라매,Boramae,07호선,742,波拉美,ポラメ,37.49992085496506,126.92061230710924
2746,대림,Daerim,07호선,744,大林,テリム,37.4928430008915,126.896722858042
2747,남구로,Namguro,07호선,745,南九老,ナムグロ,37.48625714438263,126.88741505160269
2748,가산디지털단지,Gasan Digital Complex,07호선,746,加山????,カサン·デジタルダンジ,37.4803959660982,126.882661758356
2750,광명사거리,Gwangmyeongsageori,07호선,748,光明十字路口,クァンミョンサゴリ,37.4792983082726,126.854873735158
2712,도봉산,Dobongsan,07호선,710,道峰山,トボンサン,37.68951167833238,127.04606271663916
2711,장암,Jangam,07호선,709,?岩,チャンアム,37.699956566426,127.052818310578
3760,굴포천,Gulpocheon,07호선,758,掘浦川,クルポチョン,37.50704649360379,126.7313475774674
3759,삼산체육관,Samsan Gymnasium,07호선,757,三山?育?,サムサン·チェユックァン,37.50650314706075,126.7414221320359
3763,석남,Seongnam,07호선,761,石南,石南,37.5062431189861,126.676149271119
3762,산곡,Sangok,07호선,760,山谷,サンゴク,37.5086071956774,126.703543714352
3761,부평구청,Bupyeong-gu Office,07호선,759,富平??,プピョングチョン,37.50743350044892,126.72143971800028
2729,건대입구,Konkuk Univ.,07호선,727,建?大?,コンデイック,37.54040751726388,127.06920291650829
2718,공릉,Gongneung,07호선,716,孔陵,コンヌン,37.618459513199,127.075405300578
2725,용마산,Yongmasan,07호선,723,??山,ヨンマサン,37.57366797492471,127.08671982507775
3758,상동,Sang-dong,07호선,756,上洞,サンドン,37.50578860265,126.753192450274
3757,부천시청,Bucheon City Hall,07호선,755,富川市?,プチョンシチョン,37.50465563053715,126.76401384887843
3756,신중동,Sinjung-dong,07호선,754,新中洞,シンジュンドン,37.50295164139924,126.77689833819102
3755,춘의,Chunui,07호선,753,春衣,チュニ,37.50369919594287,126.78699775795889
3754,부천종합운동장,Bucheon Stadium,07호선,752,富川?合???,プチョンジョンハブンドンジャン,37.50542641602307,126.7972349705182
3753,까치울,Kkachiul,07호선,751,喜?屋,カチウル,37.506227351130065,126.81133962285816
2731,청담,Cheongdam,07호선,729,?潭,チョンダム,37.519455579961,127.053717937903
2745,신풍,Sinpung,07호선,743,新쎱,シンプン,37.5001229935524,126.90975434386
2741,상도,Sangdo,07호선,739,上道,サンド,37.5048990621814,126.939072381356
2737,내방,Naebang,07호선,735,內方,ネバン,35.15159570722761,126.86953837305741
2749,철산,Cheolsan,07호선,747,?山,チョルサン,37.4761928424537,126.868211027014
2751,천왕,Cheonwang,07호선,749,天旺,チョヌァン,37.48685558277736,126.83860534807998
2752,온수,Onsu,07호선,750,?水,オンス,37.4919675365056,126.823847928009
2735,반포,Banpo,07호선,733,?浦,パンポ,37.50454885557265,127.00512100872538
2724,사가정,Sagajeong,07호선,722,四佳亭,サガジョン,37.5809403751459,127.088504554212
2730,자양,Jayang,07호선,728,紫?,チャヤン,37.54040751726388,127.06920291650829
2728,어린이대공원,Children`s  Grand Park,07호선,726,?童大公?,オリニ·テゴンウォン,37.54796087622509,127.07465525507352
2727,군자,Gunja,07호선,725,君子,クンジャ,37.557151488837924,127.0795106156054
2726,중곡,Junggok,07호선,724,中谷,チュンゴク,37.55745501860533,127.07966825326926
2826,수진,Sujin,08호선,826,??,スジン,37.4340382896277,127.129970457799
2827,모란,Moran,08호선,827,牡丹,モラン,37.4340382896277,127.129970457799
2823,남한산성입구,Namhansanseong,08호선,823,南?山城,ナムハンサンソンイック,37.4516686968693,127.159882577768
2817,송파,Songpa,08호선,816,松坡,ソンパ,37.51331105877401,127.10023101886318
2818,가락시장,Garak Market,08호선,817,可?市?,カラク·シジャン,37.4930992522183,127.118262745146
2810,암사역사공원,Amsa History Park,08호선,809,岩寺?史公?,アムサヨクサゴンウォン,37.5571837185175,127.137563111896
2809,장자호수공원,Jangja Lake Park,08호선,808,?者湖水公?,チャンジャホスゴンウォン,37.5875774304238,127.137933784452
2808,구리,Guri,08호선,807,九里,クリ,37.603268938528196,127.14335098072823
2819,문정,Munjeong,08호선,818,文井,ムンジョン,37.4860310539381,127.122484886901
2820,장지,Jangji,08호선,819,?旨,チャンジ,37.47074367341675,127.12672175187316
2821,복정,Bokjeong,08호선,820,福井,ポクチョン,37.4627230752808,127.139350997519
2807,동구릉,Donggureung,08호선,806,?九陵,トングルン,37.6110490478693,127.13800203872
2828,남위례,Namwirye,08호선,821,南慰?,ナムィレ,37.4627230752808,127.139350997519
2806,다산,Dasan,08호선,805,茶山,タサン,37.6242782781657,127.14979716054
2805,별내,Byeollae,08호선,804,別內,ピョルネ,37.642067071704496,127.1269691476328
2822,산성,Sanseong,08호선,822,山城,サンソン,37.456881468719025,127.14994186233623
2813,강동구청,Gangdong-gu Office,08호선,812,江???,カンドングチョン,37.5302111983522,127.12044373032
2814,몽촌토성,Mongchontoseong,08호선,813,?村土城,モンチョントソン,37.5178055794687,127.11286534895457
2815,잠실,Jamsil,08호선,814,쒧室,チャムシル,37.5116263587296,127.086314327913
2816,석촌,Seokchon,08호선,815,石村,ソクチョン,37.5054141216925,127.107004062699
2812,천호,Cheonho,08호선,811,千戶,チョンホ,37.5385112120297,127.12392845044
2824,단대오거리,Dandaeogeori,08호선,824,丹垈五?路口,タンデオゴリ,37.44502248894697,127.156769790167
2811,암사,Amsa,08호선,810,岩寺,アムサ,37.55015818096496,127.12754072968517
2825,신흥,Sinheung,08호선,825,新?,シンフン,37.4409230460675,127.147538132656
4132,석촌고분,Seokchon Gobun,09호선,932,石村古?,ソクチョンコブン,37.50246245994369,127.0965081858022
4101,개화,Gaehwa,09호선,901,開化,ケファ,37.5783445148797,126.796891362602
4112,선유도,Seonyudo,09호선,912,仙游?,ソニュド,37.53815865606546,126.89333386450167
4102,김포공항,Gimpo Intl. Airport,09호선,902,金浦机?,キンポゴンハン,37.56196757232288,126.80191361988808
4117,노량진,Noryangjin,09호선,917,?梁津,ノリャンジン,37.5135856714992,126.940893179777
4103,공항시장,Airport Market,09호선,903,空港市?,コンハンシジャン,37.56368922800772,126.81060964296609
4107,가양,Gayang,09호선,907,加?,カヤン,37.56143311719883,126.85442142615852
4119,흑석,Heukseok,09호선,919,黑石,フッソク,37.5091654719404,126.963463063008
4131,삼전,Samjeon,09호선,931,三田,サムジョン,37.50246245994369,127.0965081858022
4122,신반포,Sinbanpo,09호선,922,新?浦,シンバンポ,37.5035091412544,126.996082392175
4121,구반포,Gubanpo,09호선,921,??浦,クバンポ,37.5014398319603,126.987464905696
4111,신목동,Sinmokdong,09호선,911,新木洞,シンモクトン,37.5442883741577,126.883095790252
4110,염창,Yeomchang,09호선,910,??,ヨムチャン,37.546982941543,126.874871603971
4109,등촌,Deungchon,09호선,909,登村,トゥンチョン,37.56143311719883,126.85442142615852
4129,봉은사,Bongeunsa,09호선,929,奉恩寺,ポンウンサ,37.5142554489848,127.060233935114
4113,당산,Dangsan,09호선,913,堂山,タンサン,37.5347843171332,126.902611795523
4120,동작,Dongjak,09호선,920,?雀,トンジャク,37.47656223234824,126.98155858357366
4124,사평,Sapyeong,09호선,924,砂平,サピョン,37.5042326273953,127.015272484531
4123,고속터미널,Express Bus Terminal,09호선,923,高速巴士客?站,コソクタ?ミナル,37.50454885557265,127.00512100872538
4105,마곡나루,Magongnaru,09호선,905,麻谷渡口,マゴンナル,37.5667126094974,126.827420928424
4104,신방화,Sinbanghwa,09호선,904,新傍花,シンバンファ,37.56748745669626,126.81723757150974
4106,양천향교,Yangcheon Hyanggyo,09호선,906,?川?校,ヤンチョンヒャンギョ,37.5680808809647,126.841978835328
4118,노들,Nodeul,09호선,918,?得,ノドゥル,37.5126721234205,126.953096069577
4116,샛강,Saetgang,09호선,916,?江,セッカン,37.51737287009036,126.9283750591322
4138,중앙보훈병원,VHS Medical Center,09호선,938,中央???院,チュンアンボフンビョンウォン,37.52840258997037,127.14841167813621
4125,신논현,Sinnonhyeon,09호선,925,新??,シンノンヒョン,37.504811111562,127.025492036104
4137,둔촌오륜,Dunchon Oryun,09호선,937,遁村五?,トゥンチョノリュン,37.51940803726135,127.13865206962898
4133,석촌,Seokchon(Hansol Hospital),09호선,933,石村,ソクチョン,37.5054141216925,127.107004062699
4127,선정릉,Seonjeongneung,09호선,927,宣靖陵,ソンジョンヌン,37.5109326388803,127.043627289129
4128,삼성중앙,Samseong Jungang,09호선,928,三成中央,サムソン·チュンアン,37.5129614511319,127.053043676912
4134,송파나루,Songpanaru,09호선,934,松坡渡口,ソンパナル,37.51101671275264,127.11266171422027
4115,여의도,Yeouido,09호선,915,汝矣?,ヨイド,37.5211700890445,126.92466104293
4114,국회의사당,National Assembly,09호선,914,???事堂,ククェウィサダン,37.5281465047706,126.91783895106
4130,종합운동장,Sports Complex,09호선,930,?合???,チョンハブンドンジャン,37.5111446632705,127.073849447402
4126,언주,Eonju,09호선,926,彦州,オンジュ,37.5073353959717,127.033970921595
4136,올림픽공원,Olympic Park,09호선,936,?林匹克公?,オリンピックゴンウォン,37.5163389870117,127.130963675401
4108,증미,Jeungmi,09호선,908,曾米,チュンミ,37.558133059903305,126.86063675500975
4135,한성백제,Hanseong Baekje,09호선,935,?城百?,ハンソンベクチェ,37.5165379932802,127.116449169971
0008,수서,Suseo,GTX-A,X108,水西,スソ,37.487459640349336,127.10205874359781
0009,성남,Seongnam,GTX-A,X109,城南,ソンナム,37.39477752734142,127.11119782955879
0010,구성,Guseong,GTX-A,X110,駒城,,37.298978850791976,127.10569583571818
0011,동탄,Dongtan,GTX-A,X111,東灘,,37.2009611445174,127.09549558432
1507,신둔도예촌,Sindundoyechon,경강선,K416,新屯陶藝村,,37.3156131233126,127.40524300441095
1501,판교,Pangyo,경강선,K409,板橋,,37.39477752734142,127.11119782955879
1508,이천,Icheon,경강선,K417,利川,,37.264225761758865,127.44216788016918
1504,경기광주,GyeonggiGwangju,경강선,K413,京畿廣州,,37.3989438131636,127.253282668137
1506,곤지암,Gonjiam,경강선,K415,昆池岩,,37.3505395429634,127.346251343712
1509,부발,Bubal,경강선,K418,夫鉢,,37.2603923465465,127.490321502069
1511,여주,Yeoju,경강선,K420,驪州,,37.2828596478666,127.628529053998
1505,초월,Chowol,경강선,K414,草月,,37.3733791295012,127.299905223152
1502,이매,Imae,경강선,K411,二梅,,37.3947135146921,127.127318661399
1503,삼동,Samdong,경강선,K412,三洞,,37.3203421132836,126.9479765012
1512,성남,Seongnam,경강선,K410,城南,ソンナム,37.39477752734142,127.11119782955879
1510,세종대왕릉,Sejongdaewangneung,경강선,K419,世宗大王陵,,37.2936326216504,127.57065963840586
1219,용문,Yongmun,경의선,K137,??,ヨンムン,37.4818020661568,127.593795306663
1014,청량리,Cheongnyangni,경의선,K117,?凉里,チョンニャンニ,37.580037056302906,127.04472723023305
1264,홍대입구,Hongik Univ.,경의선,K314,弘益大?,ホンデイック,37.5568707448873,126.923778562273
0300,대곡,Daegok,경의선,K322,大谷,テゴク,35.8095726496598,128.512766290689
1201,중랑,Jungnang,경의선,K119,中浪,チュンナン,37.5809403751459,127.088504554212
1205,구리,Guri,경의선,K123,九里,クリ,37.603268938528196,127.14335098072823
1280,금촌,Geumchon,경의선,K331,金村,クムチョン,37.7513389843704,126.765410119425
1216,오빈,Obin,경의선,K134,梧?,オビン,37.5061671737276,127.473661407181
1215,아신,Asin,경의선,K133,我新,アシン,37.5139186008078,127.443211499187
1214,국수,Guksu,경의선,K132,菊秀,クッス,37.5161871164552,127.399309828929
1251,서울역,Seoul Station,경의선,P313,首爾站,ソウル,37.55597933890212,126.97209238331357
1008,이촌,Ichon,경의선,K111,二村,イチョン,37.52241291408466,126.97354382085399
1261,효창공원앞,Hyochang Park,경의선,K826,孝昌公?,ヒョチャンゴンウォンアプ,37.5393087503306,126.96139810075
1203,망우,Mangu,경의선,K121,忘?,マンウ,37.6124910157349,127.104271439503
1209,도심,Dosim,경의선,K127,陶深,トシム,37.579639075911,127.222683857886
1010,한남,Hannam,경의선,K113,?南,ハンナム,37.5294289189437,127.009209110584
1202,상봉,Sangbong,경의선,K120,上?,サンボン,37.5992960295399,127.092367383432
1204,양원,Yangwon,경의선,K122,?源,ヤンウォン,37.6066060557557,127.107946139148
1252,신촌,Sinchon,경의선,P312,新村,シンチョン,37.555198169366435,126.93698075993808
1211,운길산,Ungilsan,경의선,K129,云吉山,ウンギルサン,37.5546425431665,127.310231608596
1208,덕소,Deokso,경의선,K126,德沼,トッソ,37.5868903292078,127.208842710609
1263,서강대,Sogang Univ.,경의선,K313,西江大,ソガンデ,37.5521384864879,126.935507621173
1265,가좌,Gajwa,경의선,K315,加佐,カジュア,37.4898360731372,126.675242029489
1266,디지털미디어시티,Digital Media City,경의선,K316,??媒?城,デジタルメディアシティ,37.57601374718818,126.90127778415635
1269,강매,Gangmae,경의선,K319,江梅,カンメ,37.6122904718741,126.84449823065067
1272,곡산,Goksan,경의선,K323,谷山,コッサン,37.64607886227099,126.80160321314327
1273,백마,Baengma,경의선,K324,白?,ペンマ,37.65853599537713,126.7943339818477
1274,풍산,Pungsan,경의선,K325,?山,プンサン,37.672668497783,126.78608384011483
1276,탄현,Tanhyeon,경의선,K327,炭?,タンヒョン,37.6939889446111,126.761078262576
1277,야당,Yadang,경의선,K328,野塘,ヤダン,37.712611015679,126.761453983315
1278,운정,Unjeong,경의선,K329,云井,ウンジョン,37.72560181256856,126.76716330229101
100C,용산,Yongsan,경의선,K110,?山,ヨンサン,37.5345252050511,126.994333861918
1279,금릉,Geum  neung,경의선,K330,金陵,クムヌン,37.7513389843704,126.765410119425
1284,문산,Munsan,경의선,K335,汶山,ムンサン,37.854626895054,126.787395378931
1218,원덕,Wondeok,경의선,K136,元德,ウォンドク,37.468781735546,127.546558679899
1268,한국항공대,Korea Aerospace Univ.,경의선,K318,??航空大?,ハングクハンゴンデ,37.6029725988481,126.86832177393612
1262,공덕,Gongdeok,경의선,K312,孔德,コンドク,37.5445416897534,126.951451177648
1285,임진강,Imjingang,경의선,K337,臨津江,イムジンガン,37.8882750558283,126.747078454706
1011,옥수,Oksu,경의선,K114,玉水,オッス,37.5415662783673,127.017393782846
1009,서빙고,Seobinggo,경의선,K112,西??,ソビンゴ,37.519568139395346,126.98841094338457
1271,능곡,Neunggok,경의선,K321,陵谷,ヌンゴク,37.3699465347315,126.808721340419
1012,응봉,Eungbong,경의선,K115,?峰,ウンボン,37.5499526279456,127.034483653629
1206,도농,Donong,경의선,K124,陶?,トノン,37.6087726045416,127.161178663222
1207,양정,Yangjeong,경의선,K125,?正,ヤンジョン,35.1727945202073,129.071093977334
101C,회기,Hoegi,경의선,K118,回基,フェギ,37.5897962196601,127.058048369273
1267,수색,Susaek,경의선,K317,水色,スセク,37.57740168656261,126.90069067398757
1013,왕십리,Wangsimni,경의선,K116,往十里,ワンシムニ,37.561268363317176,127.03710337610202
1210,팔당,Paldang,경의선,K128,八堂,パルタン,37.5473594340956,127.243966151989
1212,양수,Yangsu,경의선,K130,兩水,ヤンス,37.5459634283124,127.329138380916
1217,양평,Yangpyeong,경의선,K135,?平,ヤンピョン,37.5459634283124,127.329138380916
1286,운천,Uncheon,경의선,K336,云泉,ウンチョン,35.150482087694016,126.85869740297962
1283,파주,Paju,경의선,K334,坡州,パジュ,37.854626895054,126.787395378931
1282,월롱,Wollong,경의선,K333,月?,ウォルロン,37.7962146380874,126.792585875504
1275,일산,Ilsan,경의선,K326,一山,イルサン,37.68222907297604,126.7695084298458
1270,행신,Haengsin,경의선,K320,幸信,ヘンシン,37.6122904718741,126.84449823065067
1220,지평,Jipyeong,경의선,K138,砥平,チピョン,37.476907283345135,127.62890592244803
1213,신원,Sinwon,경의선,K131,新院,シヌォン,37.5255855578889,127.373091698635
1315,사릉,Sareung,경춘선,P126,思陵,サルン,37.65112427884554,127.17692620365439
1317,평내호평,Pyeongnae  Hopyeong,경춘선,P128,坪內好坪,ピョンネホピョン,37.6532138128125,127.244438968688
1321,청평,Cheongpyeong,경춘선,P132,淸平,チョンピョン,37.7355163992466,127.426622860785
1323,가평,Gapyeong,경춘선,P134,加平,カピョン,37.8145200514507,127.51073942455
1307,회기,Hoegi,경춘선,P118,回基,フェギ,37.5897962196601,127.058048369273
1325,백양리,Baegyang-ri,경춘선,P136,白楊里,ペギャンニ,37.8320661917515,127.557769861431
1322,상천,Sangcheon,경춘선,P133,上泉,サンチョン,37.7701784041516,127.454515681516
1310,망우,Mangu,경춘선,P121,忘憂,マンウ,37.6124910157349,127.104271439503
1319,마석,Maseok,경춘선,P130,磨石,マソク,37.652792215501,127.311686554885
1314,퇴계원,Toegyewon,경춘선,P125,退溪院,トェゲウォン,37.6482657629059,127.14353713662
1326,강촌,Gangchon,경춘선,P137,江村,カンチョン,37.8307917497493,127.589324987859
1324,굴봉산,Gulbongsan,경춘선,P135,屈峰山,クルボンサン,37.8320661917515,127.557769861431
1308,중랑,Jungnang,경춘선,P119,中浪,チュンナン,37.5809403751459,127.088504554212
1313,별내,Byeollae,경춘선,P124,別內,ピョルネ,37.642067071704496,127.1269691476328
1318,천마산,Cheonmasan,경춘선,P129,天摩山,チョンマサン,37.6592276778117,127.285062700362
1309,상봉,Sangbong,경춘선,P120,上鳳,サンボン,37.5992960295399,127.092367383432
1316,금곡,Geumgok,경춘선,P127,金谷,クムゴク,37.35007159880101,127.10900662549734
1311,신내,Sinnae,경춘선,P122,新內,シンネ,37.617350836302734,127.09136011564394
1306,청량리,Cheongnyangni,경춘선,P117,淸凉里,チョンニャンニ,37.580037056302906,127.04472723023305
1327,김유정,Gimyujeong,경춘선,P138,金裕貞,キミュジョン,37.8184490071056,127.714323967766
1320,대성리,Daeseong-ri,경춘선,P131,大成里,テソンニ,37.6839900741502,127.379706254541
1328,남춘천,Namchuncheon,경춘선,P139,南春川,ナムチュンチョン,37.8640466747977,127.723850659304
1312,갈매,Galmae,경춘선,P123,葛梅,カルメ,37.6340689252244,127.114760741021
1329,춘천,Chuncheon,경춘선,P140,春川,チュンチョン,37.884512737384,127.716698593345
1305,광운대,Kwangwoon Univ.,경춘선,P116,光云大?,クァンウンデ,37.6238373628149,127.061695160651
4206,마곡나루,Magongnaru,공항철도,A042,麻谷渡口,マゴンナル,37.5667126094974,126.827420928424
4204,디지털미디어시티,Digital Media City,공항철도,A04,??媒?城,デジタルメディアシティ,37.57601374718818,126.90127778415635
4203,홍대입구,Hongik Univ.,공항철도,A03,弘益大?,ホンデイック,37.5568707448873,126.923778562273
4202,공덕,Gongdeok,공항철도,A02,孔德,コンドク,37.5445416897534,126.951451177648
4208,계양,Gyeyang,공항철도,A06,桂?,ケヤン,37.57177084709832,126.73627367694554
4201,서울역,Seoul Station,공항철도,A01,首爾站,ソウルヨク,37.55597933890212,126.97209238331357
4212,공항화물청사,Incheon Intl. Airport Cargo Terminal,공항철도,A09,机??物?舍,コンハンファムルチョンサ,37.4590625046021,126.47751440637
4217,영종,Yeongjong,공항철도,A072,永宗,ヨンジョン,37.5120289919535,126.524975940011
4210,청라국제도시,Cheongna Int’l City Station,공항철도,A071,靑羅國際城驛,チョンナグクチェドシ,37.55646453155236,126.62465841357525
4213,인천공항1터미널,Incheon Int’l Airport Terminal 1,공항철도,A10,仁川??机? 1?航站?,仁川?際空港 1タ?ミナル,37.44752854508576,126.45258454579164
4207,김포공항,Gimpo Intl. Airport,공항철도,A05,金浦机?,キンポゴンハン,37.56196757232288,126.80191361988808
4211,운서,Unseo,공항철도,A08,云西,ウンソ,37.4928088834418,126.493729942049
4209,검암,Geomam,공항철도,A07,黔岩,コマム,37.56925281871912,126.67364220875055
4215,인천공항2터미널,Incheon Int’l Airport Terminal 2,공항철도,A11,仁川??机? 2?航站?,仁川?際空港 ２タ?ミナル,37.4688002145258,126.433640888212
4921,구래,Gurae,김포도시철도,691,九來,クレ,37.64539340715656,126.62857604330732
4925,걸포북변,Geolpo Bukbyeon,김포도시철도,695,杰浦北?,コルポブクビョン,37.631638772756794,126.70577572197524
4920,양촌,Yangchon,김포도시철도,690,?村,ヤンチョン,37.64178438994002,126.61462594837248
4929,김포공항,Gimpo Int’l Airport,김포도시철도,699,金浦机?,キンポ空港,37.56196757232288,126.80191361988808
4927,풍무,Pungmu,김포도시철도,697,쎱舞,プンム,,
4926,사우,Sau,김포도시철도,696,沙隅,サウ,37.620321335136204,126.71976741873046
4924,운양,Unyang,김포도시철도,694,云?,ウニャン,37.6537750040601,126.683844450975
4928,고촌,Gochon,김포도시철도,698,高村,コチョン,37.601213413053,126.770325947061
4923,장기,Janggi,김포도시철도,693,?基,チャンギ,37.6440651946922,126.66907862282
4922,마산,Masan,김포도시철도,692,麻山,マサン,37.6406117204577,126.644004368759
1980,김포공항,Gimpo Int'l Airport,서해선,S13,金浦空港,キンポ,37.56196757232288,126.80191361988808
105C,곡산,Goksan,서해선,S10,谷山,谷山,37.64607886227099,126.80160321314327
103C,대곡,Daegok,서해선,S11,大谷,大谷,35.8095726496598,128.512766290689
